index,q,powerloss,f,vout,iout,pa,prx,bty_temp,chnl,ce_pkg,rpp_pkg,ss_pkg,location
1290,1.44,4869.17,140.58,18.95,1315.4,53.15,32.3,5.07,6.75,68.27,53.25,185.39,0
1291,0.11,7606.69,145.09,18.92,2416.23,50.64,24.99,9.31,6.2,89.82,20.8,13.76,1
1292,0.54,547.57,141.47,15.93,1152.67,38.16,55.88,28.06,4.16,86.07,46.24,204.64,0
1293,1.17,7202.57,130.07,17.7,1723.31,23.14,27.87,22.64,5.28,44.92,19.6,195.67,1
1294,1.64,9695.09,138.64,16.61,1363.36,0.67,55.2,5.29,7.36,-53.96,64.19,98.62,1
1295,0.31,6821.25,143.94,18.57,875.26,0.05,13.6,38.01,5.24,116.52,55.46,226.69,0
1296,0.8,1802.59,131.23,16.32,1369.36,13.82,8.86,33.31,7.4,-115.53,1.57,9.06,1
1297,1.85,9984.42,141.89,18.04,600.44,14.15,35.43,0.92,1.97,51.43,21.22,168.3,1
1298,1.66,992.77,143.26,17.44,848.96,9.53,58.9,21.39,3.86,31.5,24.52,231.94,1
1301,1.02,8398.66,132.47,16.25,668.84,35.86,33.84,27.12,5.95,73.26,24.73,123.26,1
1302,1.88,9673.49,144.87,18.34,29.38,0.71,46.4,29.1,4.74,-36.92,40.52,107.13,0
1303,0.3,1702.18,141.09,16.35,2225.0,19.54,6.7,26.5,3.8,44.19,33.26,15.93,0
1304,0.16,4333.88,136.56,18.88,123.38,46.48,4.35,11.75,1.97,-73.07,58.27,69.49,1
1305,1.49,8351.58,130.8,17.97,1755.03,58.14,31.6,11.47,6.19,-11.98,52.12,9.66,1
1306,0.43,4870.73,133.14,18.31,878.5,24.88,16.52,38.93,0.92,-33.98,22.58,120.04,1
1307,1.72,2348.67,138.12,17.31,889.06,14.72,36.6,4.1,5.11,30.61,49.57,98.91,1
1308,0.25,1955.97,142.09,17.21,399.96,52.61,30.44,8.73,5.18,94.29,43.45,160.47,1
1309,0.53,4942.66,142.53,17.18,1201.78,57.1,6.35,38.06,0.46,-120.04,40.45,136.74,1
1310,0.54,5816.06,144.15,15.51,583.78,31.08,30.02,42.56,6.22,82.69,56.34,194.72,1
1311,0.19,833.69,145.41,16.39,243.3,52.59,50.18,39.21,5.98,-101.09,35.35,145.54,1
1313,1.0,8278.61,130.09,15.77,1345.59,51.16,7.6,35.69,6.32,83.48,16.45,15.26,1
1314,0.17,1730.45,137.05,18.85,2135.76,59.95,7.51,19.88,6.05,-93.56,47.35,141.23,1
1315,1.4,7781.79,144.95,18.07,794.35,36.38,48.49,49.79,2.56,35.82,18.2,113.31,0
1317,0.44,8744.94,138.4,18.05,1071.33,42.77,57.6,0.12,0.07,-24.43,2.81,241.83,1
1318,1.89,8742.52,145.39,17.27,395.3,1.2,7.18,23.05,7.07,-12.3,10.51,37.61,1
1319,0.28,3689.89,144.89,17.57,451.72,62.48,24.85,46.92,1.17,-83.01,7.59,19.97,0
1320,1.37,1796.58,130.82,17.11,1415.53,46.35,30.52,16.61,1.93,-101.45,34.86,51.52,0
1321,1.82,786.04,145.63,16.49,684.79,39.98,35.79,15.81,3.65,51.32,62.5,189.26,0
1322,1.06,9318.48,134.94,16.33,2250.91,9.48,6.81,0.39,0.64,59.51,36.62,107.97,0
1324,0.14,2476.11,142.58,16.16,51.3,51.74,11.74,15.66,5.79,80.93,4.88,249.69,1
1325,0.62,1625.5,133.45,17.82,488.72,50.16,47.12,2.62,1.91,-29.97,58.44,91.71,0
1326,0.72,7539.05,132.44,18.57,792.89,0.86,37.71,21.96,5.11,-108.71,60.88,87.03,0
1327,0.54,8698.16,135.02,18.98,1023.4,29.71,15.89,39.42,7.93,20.05,52.48,169.0,0
1328,1.78,7818.53,140.27,15.14,815.15,1.95,53.34,31.16,7.2,76.3,63.97,44.97,0
1329,0.83,2385.78,142.2,16.8,1760.01,59.84,33.39,0.22,2.12,-63.25,12.99,214.55,1
1330,1.33,5098.19,132.07,18.28,775.85,62.71,61.31,18.72,5.36,-10.84,37.02,37.5,1
1331,1.27,4616.05,145.43,17.84,315.21,4.99,5.51,19.67,7.84,15.28,59.34,204.25,0
1332,1.9,1524.49,143.23,17.37,137.81,54.16,23.53,10.16,3.93,-11.63,59.32,185.93,0
1333,1.9,2385.17,138.68,15.44,242.88,14.96,24.4,10.27,4.45,-98.1,22.82,153.13,1
1334,0.92,9514.52,144.46,16.97,861.05,35.18,28.73,13.21,1.35,-58.33,36.51,230.34,0
1335,1.28,8123.53,130.15,15.19,1112.21,55.85,36.61,25.41,6.59,74.21,61.96,190.55,1
1336,1.96,8083.53,136.15,17.97,1342.41,35.26,35.4,18.23,7.18,-7.94,47.47,166.13,0
1338,0.3,4199.6,133.57,16.78,266.01,44.36,57.23,18.12,6.59,26.3,0.72,227.12,1
1339,0.22,3114.15,133.3,18.09,747.64,27.03,5.43,1.64,4.86,-105.12,13.86,172.81,1
1340,1.9,2935.94,142.42,15.96,1326.58,23.95,59.25,24.33,1.0,75.27,14.92,215.27,1
1341,0.78,7664.57,135.99,15.27,804.42,48.35,52.77,49.62,3.73,44.42,32.52,212.48,1
1342,0.83,5459.97,131.29,17.62,621.02,61.27,17.47,29.78,0.26,114.6,25.89,187.85,1
1343,0.27,8280.64,132.23,17.83,2001.55,29.39,37.22,2.55,2.09,91.88,12.85,148.46,1
1344,1.51,9303.23,138.69,17.74,1338.96,16.91,45.26,36.07,4.74,116.93,24.1,22.45,0
1345,0.52,6121.91,136.93,15.66,1689.06,33.57,39.19,21.67,0.01,-82.08,21.22,187.9,0
1346,1.93,5678.33,139.12,17.02,0.05,7.48,14.75,8.6,4.98,60.12,50.83,232.79,1
1347,1.81,5325.32,139.76,16.35,317.31,28.58,0.34,12.13,4.1,-23.1,3.66,29.21,0
1348,1.24,789.17,139.96,17.73,1052.15,41.07,49.23,18.72,5.51,-34.68,53.43,251.52,1
1349,0.17,2444.15,130.76,16.66,1751.09,21.93,33.38,42.18,7.38,69.72,41.41,230.23,1
1350,0.64,2438.17,141.75,17.44,267.64,25.48,26.02,33.78,2.53,53.33,49.56,71.43,0
1351,0.13,9580.2,140.08,17.51,2202.64,41.3,0.14,5.41,2.04,-39.89,6.53,229.43,0
1353,0.03,6113.61,138.12,17.6,1328.19,19.91,57.65,32.79,3.27,125.47,26.47,200.82,0
1354,0.63,3486.55,138.07,17.82,486.01,17.05,46.87,16.38,1.57,-90.89,37.4,87.13,1
1355,0.05,7981.94,134.32,15.43,2022.55,47.85,60.89,34.87,0.27,121.03,43.98,162.99,1
1356,1.66,4144.11,134.85,15.03,2256.65,35.39,59.68,39.49,3.64,-17.87,55.87,104.74,0
1359,0.19,326.13,134.14,15.41,227.17,36.23,34.07,27.62,7.3,-78.64,54.48,185.5,0
1360,0.38,7648.69,136.32,17.0,932.28,35.84,55.3,29.59,4.27,-112.22,62.31,2.35,1
1361,1.96,7320.21,144.15,17.66,962.31,47.97,33.92,7.14,0.21,41.88,38.11,205.1,0
1362,0.69,8409.42,133.39,16.43,1169.24,55.17,6.47,16.43,2.52,23.66,57.17,145.61,0
1363,1.14,5413.36,138.34,18.74,2283.51,25.48,48.58,48.63,0.08,43.81,37.92,61.09,0
1364,1.29,9224.29,145.39,15.29,2487.14,35.12,26.44,44.19,1.19,45.88,42.66,150.83,0
1365,0.63,8131.46,139.5,15.37,673.18,62.26,1.47,9.98,5.79,-4.16,53.11,107.12,1
1366,0.31,8399.66,140.22,16.63,836.95,7.57,45.96,25.06,7.46,11.19,10.92,248.45,0
1367,0.14,1052.89,138.09,18.51,2101.68,25.66,54.15,46.47,2.72,0.59,17.25,42.69,0
1368,0.91,2272.92,134.62,15.72,2410.87,16.53,57.35,23.61,1.04,-85.76,32.12,194.27,1
1369,1.26,2802.33,143.08,18.79,1585.57,53.99,2.75,39.23,3.58,121.45,21.76,128.29,1
1370,0.13,9265.03,140.61,18.84,1788.81,53.88,0.66,7.9,1.37,87.44,45.0,38.93,0
1371,0.99,5336.61,134.72,15.78,1329.23,63.57,22.53,47.6,6.69,124.78,49.17,86.89,1
1372,1.48,6753.57,134.41,17.83,2130.65,13.67,24.26,40.24,7.26,15.86,22.66,254.41,0
1373,1.82,5791.73,132.3,16.76,2099.36,40.88,37.03,40.55,7.84,-85.06,63.65,36.81,1
1375,0.37,7976.52,136.59,16.06,2107.31,20.72,62.57,17.13,7.21,30.69,45.83,32.02,1
1378,0.61,4882.71,140.12,18.68,2341.42,56.6,57.21,16.92,7.42,-98.45,12.58,33.46,0
1381,0.82,6166.18,137.15,15.63,1430.77,2.11,31.68,4.7,5.23,33.76,48.28,51.34,0
1383,0.69,965.83,133.38,15.92,310.49,54.14,23.34,4.93,7.1,-4.84,46.76,58.22,1
1384,1.27,2796.84,135.98,18.02,169.27,47.29,60.62,26.6,2.23,-107.97,33.0,80.38,0
1385,0.82,9884.39,143.54,17.74,2381.03,38.35,17.73,3.93,5.87,-7.22,29.19,206.19,1
1386,0.53,9701.58,134.3,18.27,894.76,43.64,36.54,29.14,0.56,-43.52,30.08,135.15,1
1387,1.6,4461.86,137.24,16.97,443.37,50.23,16.67,8.0,7.49,-119.95,13.65,18.28,0
1389,0.16,2259.84,134.31,18.14,2221.47,0.71,12.04,31.46,5.49,71.97,14.51,101.38,1
1390,0.94,2549.69,131.33,16.27,2474.81,50.16,13.84,13.86,0.29,-42.3,48.35,222.37,0
1391,0.74,4845.43,144.45,15.88,913.09,26.53,54.69,17.42,1.51,-115.26,33.1,98.53,1
1393,0.36,1580.78,134.97,18.9,2062.34,1.89,51.79,46.64,1.05,60.48,34.93,97.23,1
1394,1.45,2267.07,135.17,18.5,900.36,42.64,32.88,38.76,1.91,-97.55,52.21,208.23,1
1395,0.19,5790.92,144.41,16.62,1317.75,63.24,64.6,2.7,4.37,-95.14,23.43,11.47,1
1396,0.88,6810.82,135.5,16.69,543.62,35.41,19.69,10.52,4.21,-79.21,9.79,217.51,1
1397,0.33,5973.59,142.16,18.75,1439.29,19.91,20.41,18.79,7.11,125.52,45.09,169.59,0
1398,1.44,771.94,131.12,17.48,1807.2,61.66,20.03,27.32,4.82,-106.72,46.06,82.61,0
1399,1.18,4950.37,132.28,18.1,1323.7,58.89,17.29,6.91,4.88,103.86,44.27,48.4,1
1402,1.52,7407.4,141.2,18.01,686.63,38.21,4.65,9.92,2.9,102.71,13.44,109.02,1
1403,1.32,3003.23,134.57,18.76,1910.94,17.34,0.34,16.12,0.66,-11.52,57.73,84.43,1
1404,1.68,5458.53,130.53,18.39,1493.11,2.54,13.26,38.54,4.7,-77.33,8.3,138.29,0
1405,1.36,7986.69,131.19,16.62,833.68,35.34,28.04,15.15,6.97,48.76,15.96,236.89,0
1407,1.47,4478.45,135.42,15.28,2242.32,41.24,8.49,12.83,1.77,-96.1,53.19,222.34,1
1408,0.99,5862.97,140.47,15.16,1476.9,25.43,19.0,13.71,5.74,-90.72,11.89,218.42,1
1411,1.05,5207.78,139.89,17.59,1125.05,56.11,3.2,9.72,6.28,33.21,17.91,3.76,0
1412,0.05,3306.51,135.24,16.75,2358.55,34.74,0.23,48.52,7.89,64.36,19.97,158.27,0
1413,1.38,8946.14,145.98,17.21,1715.19,14.75,62.18,46.55,3.29,-36.83,16.23,62.98,0
1415,1.62,7421.77,142.73,18.41,1539.38,57.45,33.16,1.91,0.58,-63.49,9.75,57.6,0
1417,1.88,4146.67,138.84,18.57,812.53,8.8,45.7,42.57,0.07,-101.04,20.43,14.44,0
1418,0.54,6146.69,142.26,16.83,2029.7,8.8,60.91,13.87,0.97,118.92,61.25,95.85,1
1419,0.17,2639.28,139.26,16.99,893.66,35.43,19.36,42.97,5.38,60.58,10.01,22.15,1
1420,0.89,2895.43,132.18,15.66,1589.9,6.25,49.76,16.29,7.29,36.13,4.71,230.79,0
1421,0.1,8475.31,145.6,17.62,2428.89,2.76,26.59,37.03,7.13,30.54,37.42,177.81,1
1422,0.34,3583.68,134.91,16.25,604.16,7.55,13.14,34.16,0.55,-23.73,2.96,68.66,1
1424,1.65,4098.15,137.19,17.71,1727.45,32.34,50.24,11.73,0.31,30.83,57.48,183.3,0
1426,1.78,5920.18,137.14,18.9,1895.82,44.51,54.09,27.87,6.56,106.49,50.49,36.88,1
1427,1.78,9636.37,134.7,17.05,1614.08,21.82,0.7,35.84,4.97,-107.58,30.45,118.72,0
1428,1.84,8858.38,141.39,18.44,1430.32,33.88,34.1,14.98,1.98,-6.61,16.33,90.83,0
1429,1.52,7962.12,145.05,18.27,1707.76,47.4,21.41,49.72,0.27,28.99,63.94,105.66,0
1430,0.62,983.84,131.05,16.25,302.22,46.66,13.22,35.82,1.25,100.08,24.87,101.44,1
1431,1.52,3774.22,130.23,18.6,919.98,53.19,17.69,11.83,5.15,32.34,60.11,233.51,0
1433,0.83,9273.42,137.19,17.4,1743.22,14.23,49.04,40.03,0.77,-123.52,49.03,9.28,1
1435,0.99,670.91,143.71,15.58,23.64,14.37,32.59,17.27,2.03,-119.6,12.05,152.34,1
1439,1.08,3469.03,138.59,15.95,968.63,54.7,54.38,21.9,0.93,122.42,2.41,15.18,1
1440,1.68,6380.57,134.85,17.45,2375.28,62.32,24.43,10.42,6.76,-28.4,6.07,62.93,1
1442,1.82,5788.35,139.32,16.24,76.89,22.46,52.22,38.27,0.36,80.43,35.44,2.35,1
1443,1.48,4560.08,139.97,18.57,2310.22,34.84,37.01,43.23,3.19,-66.92,14.25,70.1,0
1445,1.51,4363.58,130.1,17.9,733.76,34.11,43.57,15.15,3.89,124.61,34.41,62.54,1
1446,0.07,3385.41,140.25,17.78,2129.07,26.86,7.44,32.47,4.59,-117.24,5.08,184.25,0
1447,0.88,6018.14,138.33,17.07,1840.62,3.58,4.97,0.07,4.44,58.4,40.81,244.82,1
1448,1.28,5967.2,139.4,18.81,479.81,5.89,2.54,39.44,4.35,-87.45,2.06,32.15,1
1449,0.33,3480.54,141.24,17.02,592.79,16.39,1.2,34.16,6.77,71.87,38.31,249.26,1
1450,0.51,4107.87,140.55,18.4,2433.04,19.28,15.99,2.67,6.17,47.65,46.49,217.02,1
1452,1.39,6015.07,131.94,17.35,251.57,39.29,32.0,22.89,7.75,-97.45,64.39,224.16,1
1453,1.92,7064.82,138.89,18.02,807.54,34.02,51.15,33.72,4.57,97.01,63.32,224.14,0
1454,0.61,206.16,144.2,18.62,2213.46,20.78,1.22,22.7,7.86,121.89,8.92,88.54,1
1455,0.45,6521.07,135.01,15.69,2200.94,61.1,60.83,25.67,6.99,-88.57,27.66,242.11,0
1456,0.04,8472.88,142.61,17.86,1329.21,22.69,9.73,39.78,5.43,-32.5,45.52,170.77,0
1457,1.13,2233.83,143.71,18.19,593.91,40.54,44.9,14.62,7.97,124.0,51.79,229.71,1
1458,1.63,7729.33,143.62,16.79,75.2,60.8,40.62,22.28,7.1,110.35,13.53,5.64,1
1459,0.57,7442.37,136.95,16.38,1629.65,64.11,64.73,48.84,6.25,-13.74,28.46,30.78,0
1460,1.28,3330.29,132.66,16.52,673.84,9.75,7.89,48.99,4.26,-124.91,38.55,48.15,1
1461,1.09,1791.75,137.55,17.63,2112.94,10.28,7.0,47.04,0.37,53.48,8.93,60.06,0
1462,0.89,9094.51,130.23,15.7,1805.56,1.47,49.83,9.33,6.27,115.5,13.55,140.12,1
1463,1.17,946.58,139.71,17.22,1907.65,44.45,57.24,33.58,7.65,-26.73,52.5,224.82,0
1464,1.78,6907.81,139.98,15.79,748.64,34.47,50.43,29.27,6.5,-100.17,26.64,16.0,0
1465,1.95,3413.69,130.69,16.77,1881.04,20.27,4.29,21.42,4.33,5.93,60.75,232.29,1
1466,1.92,3013.98,145.3,16.45,1328.18,48.84,42.24,48.06,5.41,-40.33,62.52,227.14,1
1467,1.79,4679.94,133.06,18.48,641.18,28.2,59.84,29.05,5.66,-83.14,40.22,95.01,0
1468,1.96,4685.68,138.37,16.87,795.5,6.8,42.11,49.41,2.88,42.91,14.6,241.67,1
1469,0.99,8837.97,140.66,15.62,2169.12,55.99,49.21,46.16,4.9,-42.72,47.77,172.97,0
1470,0.1,7975.04,130.2,17.03,1971.08,2.08,64.65,39.48,6.07,-84.45,6.73,122.31,0
1471,1.94,5658.31,130.81,18.83,253.8,17.36,49.95,0.52,5.66,73.03,39.39,229.2,0
1472,0.12,7635.75,139.1,16.2,1327.45,28.51,52.57,46.2,6.79,53.54,63.21,68.78,0
1473,1.34,9110.04,135.86,15.45,1792.37,4.56,44.2,14.65,2.67,81.86,7.45,84.77,0
1474,1.52,6327.86,141.6,17.09,519.83,17.32,37.78,37.49,5.32,-111.49,46.42,149.99,0
1475,0.04,1462.32,133.68,17.12,1140.88,20.76,35.39,26.85,6.03,8.06,9.5,159.07,0
1476,1.41,6294.65,139.41,18.82,2279.54,48.14,0.61,41.14,1.76,30.3,51.77,156.42,0
1477,0.43,9462.26,136.26,17.36,2122.94,18.49,42.66,27.34,1.15,-8.01,62.07,135.7,0
1478,1.7,2303.28,132.56,17.53,823.18,11.78,40.26,47.97,7.56,-65.67,49.46,139.01,1
1479,1.38,1371.02,136.87,16.91,2303.03,30.37,53.9,43.67,4.8,-66.59,34.71,168.14,1
1480,0.46,3987.44,132.93,18.46,186.5,25.2,56.9,13.05,6.08,-75.82,24.31,84.86,1
1481,0.14,3601.45,135.51,16.38,1239.29,22.1,53.35,45.23,7.85,-73.51,42.64,105.04,0
1482,1.15,3333.37,142.89,17.28,1357.14,54.01,2.69,0.39,4.98,8.08,1.94,31.99,0
1483,1.26,7501.22,144.96,15.28,1093.84,57.02,34.8,24.34,6.64,-81.05,15.71,176.09,1
1484,0.08,5920.25,139.25,17.59,1244.36,44.64,36.99,46.01,1.78,-1.28,35.44,69.15,0
1486,1.18,8432.25,141.98,18.49,682.05,38.64,47.88,46.14,4.24,26.43,32.03,3.7,1
1487,0.81,62.43,136.09,18.84,2232.99,11.18,1.33,41.94,0.04,-51.16,61.66,149.8,0
1488,0.5,267.85,139.44,15.07,880.68,0.19,47.95,31.66,0.59,-11.58,64.86,143.16,1
1489,1.76,7387.34,141.68,16.13,1577.09,33.38,54.29,8.36,2.35,-51.53,40.47,222.11,1
1490,0.87,8079.79,132.25,17.04,1149.82,25.96,53.49,34.81,3.86,-96.73,12.51,98.07,1
1491,0.29,1118.76,145.59,17.03,1313.2,53.54,59.97,23.23,5.18,17.52,0.25,18.41,0
1492,1.21,2501.75,140.74,16.97,1843.72,21.24,18.66,30.87,2.39,-10.83,1.12,124.24,0
1493,0.07,1291.75,136.21,18.16,278.38,50.7,36.56,47.57,1.97,-94.46,36.9,41.2,1
1494,1.18,4770.64,130.75,15.47,1166.91,15.85,13.64,8.47,1.1,-62.22,62.14,129.96,1
1496,1.02,1029.82,143.2,16.74,1122.29,45.89,4.67,49.46,3.61,45.9,46.7,214.27,1
1497,0.42,7374.43,136.13,16.48,201.13,14.92,0.99,29.07,3.13,-35.91,18.02,33.2,0
1498,0.64,1140.0,130.38,17.48,1903.55,52.2,8.55,14.05,7.26,-60.06,10.2,159.11,1
1499,0.9,3222.28,138.25,15.49,2347.47,26.22,63.52,44.5,5.42,-30.37,50.52,19.89,1
1501,0.14,4455.43,142.81,18.06,1928.02,61.96,19.04,48.09,6.91,-66.34,39.83,85.55,0
1502,1.03,2443.74,140.92,16.85,628.91,5.76,26.2,3.51,4.86,59.72,50.98,53.76,0
1503,0.69,5083.7,136.1,15.84,1043.94,20.39,37.72,1.58,4.3,106.15,43.77,23.32,1
1504,1.91,286.67,142.93,17.12,1487.44,38.35,27.25,15.57,2.65,-0.98,57.34,128.6,0
1505,0.82,7526.37,139.09,17.99,257.79,34.99,46.8,16.73,4.5,120.34,24.31,178.5,0
1506,1.4,9771.85,131.98,18.79,1647.73,6.7,16.99,47.58,2.92,-64.51,27.23,229.88,1
1509,0.73,3105.95,141.58,18.86,2106.88,10.85,8.32,11.57,4.21,6.72,12.31,1.76,1
1510,0.31,8762.42,132.98,18.51,1958.16,22.29,11.92,31.25,4.34,6.33,54.43,118.83,0
1512,0.77,240.6,135.62,17.73,1075.77,1.6,62.95,48.18,3.81,-3.25,51.83,171.05,0
1513,0.18,3754.73,145.94,15.52,1912.21,30.5,8.31,38.78,3.89,-5.93,9.06,125.98,0
1514,1.94,8366.06,141.34,18.34,1204.02,40.81,22.68,29.34,0.79,79.12,38.06,186.96,0
1515,0.32,5382.6,140.41,15.5,1995.6,50.23,39.32,35.85,0.35,-42.57,39.05,4.85,1
1516,1.35,7121.33,130.55,15.52,630.23,47.21,31.36,45.7,6.47,118.55,16.36,60.34,0
1518,1.78,1952.81,137.2,16.61,441.1,38.59,41.73,26.4,1.53,110.41,14.58,154.33,0
1519,0.97,6766.94,130.93,15.47,1025.31,14.27,18.58,21.91,2.18,-28.3,5.59,187.87,1
1520,1.8,6316.36,142.68,17.19,677.69,39.37,37.33,39.62,0.07,-121.09,5.8,223.47,0
1521,1.66,9688.05,140.66,15.13,2377.84,0.84,14.02,24.82,5.19,-34.05,32.49,104.25,0
1522,0.26,9038.79,135.5,16.97,93.11,13.5,25.75,25.11,1.1,-123.29,48.67,109.71,1
1523,1.02,113.57,137.53,18.69,1344.54,25.44,37.38,33.97,3.08,-1.26,46.77,111.55,1
1524,0.13,5901.4,137.26,15.78,100.37,56.99,59.53,30.06,6.09,97.92,48.19,166.09,1
1526,1.76,254.69,139.99,15.58,655.09,64.63,43.5,16.47,2.96,-77.07,3.08,129.31,0
1527,0.93,3208.23,136.77,18.88,963.96,13.37,4.04,17.6,2.3,-13.52,5.94,62.68,1
1528,1.02,6479.05,132.9,15.81,330.43,49.87,31.58,49.12,7.18,4.26,57.27,213.42,0
1530,1.73,9019.57,139.71,17.96,1622.24,16.89,52.67,18.0,1.59,80.81,39.72,193.8,1
1531,0.47,7386.46,142.51,15.48,992.21,62.07,17.1,3.09,1.64,-51.16,40.48,72.26,0
1532,0.52,1415.5,131.9,15.98,1504.36,18.07,2.27,3.17,5.66,-110.21,23.39,22.89,0
1534,1.72,1924.66,133.61,16.95,239.61,11.06,58.15,10.9,0.4,31.61,9.58,162.86,0
1535,0.05,6079.51,139.5,15.36,1992.97,20.98,1.17,30.43,3.74,-89.63,9.84,18.4,1
1536,1.93,4586.1,131.42,16.85,1849.99,49.13,2.03,12.1,0.58,-48.21,26.33,233.99,0
1537,0.25,5666.97,134.4,18.06,1363.36,15.76,59.45,4.81,0.26,-23.31,46.83,131.43,0
1538,0.12,2171.73,144.53,18.5,1177.54,39.29,57.98,9.24,1.97,67.94,23.78,118.12,1
1540,1.41,4681.31,138.61,17.22,1380.8,16.24,1.66,35.9,4.32,94.71,64.29,224.81,1
1541,1.42,3792.09,130.82,15.82,2215.14,43.81,11.66,49.97,3.5,13.37,35.62,61.71,1
1542,0.36,343.67,145.57,17.16,346.28,36.9,7.07,11.15,1.59,-11.86,15.77,130.36,0
1544,0.29,6386.18,131.92,15.06,480.39,41.28,42.85,32.43,4.95,-64.83,7.7,0.41,1
1546,0.0,7949.25,136.22,18.92,1061.85,28.41,51.34,21.33,1.66,-111.72,25.63,164.38,1
1547,0.59,823.29,141.42,15.91,729.83,21.1,47.67,43.34,6.14,66.29,31.56,218.11,0
1548,0.63,7963.23,139.37,16.89,1692.14,56.29,36.13,34.76,6.75,-91.7,12.51,54.47,0
1549,1.08,824.18,141.61,18.33,103.89,48.34,39.06,11.27,5.88,-18.03,8.37,122.41,1
1551,1.11,3644.68,144.43,16.4,617.0,62.03,49.7,49.0,1.66,-117.96,14.81,53.16,0
1552,0.46,8703.65,141.53,16.57,1445.59,46.68,32.44,41.14,5.66,115.42,35.53,112.1,0
1553,0.91,7438.28,142.36,15.31,1293.57,4.58,28.1,25.23,2.81,-97.43,11.5,106.63,1
1554,0.91,4004.47,141.12,18.75,319.72,16.83,25.66,8.16,5.03,26.12,63.61,92.74,0
1556,0.61,5198.05,141.73,15.92,364.31,2.04,12.16,38.19,4.14,-121.04,28.63,97.15,0
1557,1.53,6134.15,139.77,18.07,1453.54,2.42,23.6,48.64,1.16,-47.27,19.01,102.88,0
1558,1.23,4270.87,141.98,17.68,2364.62,0.67,6.81,4.99,7.16,-33.84,53.12,204.69,0
1559,0.75,491.15,131.25,16.8,192.01,54.78,38.87,6.73,6.61,106.5,61.63,223.97,1
1560,0.49,4658.82,143.1,18.47,1144.77,23.29,11.27,17.65,6.7,36.32,24.52,177.32,1
1561,1.97,5258.27,145.12,18.72,2152.19,43.26,17.34,36.94,0.54,123.29,44.23,43.45,0
1562,1.05,4374.55,143.8,18.69,1465.94,38.42,3.32,47.86,4.39,-91.63,49.21,181.56,1
1563,1.48,4848.28,133.06,16.35,1252.45,64.52,60.71,10.23,4.59,127.11,15.5,20.13,0
1565,0.24,1590.22,136.84,18.35,2398.74,60.35,31.75,20.52,4.19,100.98,49.43,160.1,1
1566,1.13,3410.44,137.78,18.28,679.28,45.57,20.94,36.82,4.36,113.1,15.98,12.51,1
1568,0.64,9982.54,130.1,18.41,1881.47,15.6,24.67,19.24,0.37,-35.78,4.19,2.95,0
1569,0.06,9396.21,143.52,18.41,2442.76,32.22,58.34,27.26,2.88,-27.84,36.68,1.98,1
1570,0.19,7844.34,140.74,17.06,1554.05,19.42,22.68,17.64,4.26,66.8,14.11,29.6,1
1572,1.49,1158.89,139.14,17.81,986.67,25.36,58.48,38.67,0.38,50.7,24.37,84.23,0
1573,0.3,9862.77,140.88,18.14,1577.12,58.47,61.46,49.56,1.48,111.64,28.45,60.51,0
1574,1.3,7459.3,139.66,16.83,1614.57,59.01,2.46,25.24,2.34,-115.29,62.96,178.52,1
1575,1.09,8071.92,143.87,17.77,1913.99,59.25,2.71,17.76,2.27,-124.56,5.35,145.62,1
1576,1.82,9412.4,145.33,17.72,701.78,50.4,29.81,41.07,2.67,-36.96,15.25,117.2,1
1577,1.0,8199.85,141.56,15.2,2114.14,16.6,23.66,43.12,6.49,-119.55,59.53,7.86,1
1578,1.76,9430.36,132.62,16.39,1762.74,27.37,58.27,36.31,1.34,-99.43,33.13,120.67,0
1580,0.27,3123.56,144.91,16.51,195.57,49.78,10.07,33.69,3.79,-80.97,50.42,33.26,1
1581,0.68,2645.32,140.28,16.84,897.09,0.35,20.01,16.99,2.36,17.86,45.88,220.0,0
1582,0.76,2615.54,145.17,17.25,2146.24,14.85,49.09,30.08,3.32,-9.87,6.31,252.82,1
1583,0.47,380.47,133.38,15.86,908.78,3.87,58.5,45.96,5.61,60.51,3.71,234.88,0
1584,1.96,6444.14,144.44,17.24,376.31,12.39,61.89,48.75,4.31,-85.14,50.1,23.03,0
1585,1.6,6453.3,135.5,16.95,843.44,53.21,39.32,18.2,2.05,3.81,39.45,97.66,0
1586,0.32,5431.52,130.8,18.14,974.27,51.23,31.93,49.45,4.66,-56.02,18.52,57.51,1
1587,1.04,9322.78,142.06,18.99,677.23,23.54,30.46,31.87,2.25,79.22,58.56,90.19,1
1588,1.79,5833.4,131.06,17.39,167.35,1.49,49.2,32.88,0.87,-87.23,2.56,144.56,1
1590,0.08,3273.43,142.61,16.44,2325.87,25.6,46.11,21.29,1.64,-22.41,44.53,131.36,1
1591,0.59,4343.51,132.33,17.52,541.23,58.3,35.48,7.45,4.68,86.15,62.69,190.47,1
1592,0.5,1584.79,136.45,15.23,452.45,45.26,51.22,39.08,7.63,68.28,11.29,188.74,1
1593,1.91,5238.67,133.1,16.77,575.43,5.09,18.28,31.45,0.05,67.43,1.43,36.29,0
1594,1.21,8002.15,131.33,17.09,2332.42,21.54,52.44,17.16,7.52,-96.68,31.98,64.77,1
1595,1.33,7555.23,138.19,15.95,2485.69,15.11,54.77,37.53,3.91,57.27,54.45,30.72,0
1596,0.72,3781.95,132.67,15.81,2322.01,31.71,22.1,2.29,2.11,10.34,32.44,52.9,1
