index,q/qm,ploss,fre,vpa,papower,ch,ce,rppower,ss,label
1538,199.17,1755.93,145.28,69308.57,60854.04,7.17,-86.67,61416.88,223.77,1
1539,26.43,8861.89,133.8,26974.95,13073.89,3.54,11.18,27261.44,2.85,0
1540,143.48,7127.76,130.58,296494.03,12528.13,6.62,-62.04,41318.63,51.35,0
1541,84.9,-9190.45,133.13,158317.63,24364.65,7.66,-14.13,60158.93,195.13,1
1543,68.4,-829.21,131.81,66959.39,60496.9,6.46,-19.56,30458.11,21.1,1
1544,127.77,-8323.72,131.01,137525.25,17058.49,1.17,-56.19,35684.84,103.47,1
1545,48.4,-2906.35,130.01,203726.33,29182.03,7.97,17.35,46933.49,26.02,0
1546,175.26,1022.21,142.43,174660.57,42736.48,6.06,91.96,24360.87,164.9,0
1548,174.08,6034.32,140.73,360340.74,53150.94,5.57,-66.29,40218.58,55.63,1
1549,94.15,9226.72,133.83,265198.89,41050.06,3.53,34.38,23656.41,252.63,1
1550,184.46,-6066.49,145.14,93799.04,38976.25,7.01,-122.9,38851.44,70.15,1
1551,199.05,1955.57,135.24,205340.62,47426.41,4.16,88.02,36638.23,45.93,0
1552,138.31,2176.26,140.13,207005.61,54916.96,5.12,-88.61,2712.16,114.12,0
1553,78.2,-243.64,136.99,387453.29,4264.36,2.88,19.8,1486.96,219.86,1
1554,36.81,6293.65,138.21,51250.53,59686.0,6.07,26.43,29408.78,146.51,0
1555,152.56,-9207.33,141.89,380172.95,43694.73,5.14,-105.08,26131.04,155.55,1
1556,181.6,7137.43,136.94,283625.44,40401.48,0.09,43.28,39270.3,151.25,0
1557,197.86,-4996.62,143.58,334297.96,57370.9,0.48,-47.26,10642.95,128.16,1
1559,112.55,2582.7,140.64,170849.94,8664.19,5.47,55.43,58323.31,44.05,1
1560,89.35,8850.21,130.42,38219.15,44885.15,2.58,-9.87,21853.27,190.68,0
1562,164.37,7262.5,137.68,295631.39,31542.16,6.1,31.74,46238.48,254.54,0
1563,174.84,7240.82,138.37,31757.82,19076.07,3.52,-54.31,16360.98,202.54,0
1564,17.84,3380.93,131.47,10707.58,64654.27,6.85,-2.49,13614.31,177.22,0
1565,135.53,-3319.62,142.02,78655.34,19793.68,1.66,-58.88,35224.77,175.77,1
1566,134.46,-3727.21,134.29,100638.72,13175.83,5.81,-36.02,22815.62,66.22,0
1570,32.61,-9894.62,141.37,307021.62,62563.22,4.22,19.94,506.63,202.63,1
1571,16.73,8453.27,134.88,250257.87,38277.84,6.75,118.38,30613.58,98.78,1
1572,6.99,-9173.69,145.91,20023.88,64803.75,5.07,-64.09,9978.21,218.62,0
1573,94.19,-4642.59,131.54,315095.08,26939.49,2.63,69.86,42253.35,57.59,0
1576,141.56,-5183.83,138.36,218607.4,8171.68,6.86,13.4,3764.25,135.69,0
1577,52.69,9096.78,133.03,197330.91,51644.04,4.56,-3.29,20790.72,3.58,0
1578,92.48,5494.38,141.49,247679.82,38016.24,3.66,-94.26,13163.4,108.17,1
1579,174.37,9295.19,134.71,249207.67,16519.14,2.14,83.98,9184.56,230.81,1
1580,103.93,-4869.96,135.62,137007.24,6974.67,0.75,55.71,64647.79,183.86,0
1581,146.12,-7059.83,142.69,264984.71,51361.11,7.53,47.4,4389.61,141.24,1
1582,102.4,8508.31,135.2,317827.37,6010.64,7.01,-1.24,7436.6,234.96,0
1583,146.56,-6349.0,137.89,363918.81,7202.09,0.08,82.66,9793.36,241.18,0
1584,141.94,4822.39,139.9,208474.88,25453.99,1.65,-67.33,30984.4,85.68,1
1585,32.49,2732.8,142.9,164867.53,27857.82,6.33,-62.47,9378.4,219.99,1
1586,193.29,3979.03,137.58,135864.91,37315.66,6.46,75.79,21468.09,25.02,0
1587,143.87,5373.18,130.54,267459.35,49666.35,2.22,-114.77,53711.94,229.53,0
1588,70.56,-2864.49,130.37,19068.56,37559.9,5.27,71.37,18773.34,204.49,1
1590,65.72,-9109.21,140.99,12128.16,496.95,1.89,-39.1,11862.69,102.79,0
1591,138.07,-2117.98,134.7,286973.63,22893.15,5.76,82.81,13630.59,113.22,0
1593,160.63,-3697.72,138.93,34875.61,14621.82,7.92,64.55,26319.31,182.16,0
1594,115.08,5273.13,140.8,340212.71,36559.66,6.8,-30.76,28301.17,68.72,0
1595,65.11,-6151.77,134.33,88720.57,47127.48,2.31,104.96,52012.82,3.39,0
1597,174.92,-4840.91,130.18,357879.58,5142.04,6.97,113.15,7987.42,122.11,1
1598,2.26,5193.36,131.6,35655.87,31007.88,5.37,34.25,59506.09,249.96,1
1599,122.53,-6882.89,130.71,394176.21,33748.28,4.51,91.72,40210.66,130.33,1
1600,83.49,8301.92,139.23,358418.47,18558.43,5.13,46.77,63143.98,119.06,0
1601,166.06,-9419.14,142.26,177671.69,39788.31,5.58,49.65,44077.92,207.3,1
1603,175.95,287.51,144.33,64742.55,49789.05,1.88,-66.33,23488.5,113.06,1
1604,198.97,3850.02,142.94,384302.17,44953.84,1.5,3.29,61698.13,15.19,0
1606,90.71,1991.59,130.35,382191.65,17517.46,5.34,92.7,12769.28,227.62,1
1607,0.05,8242.32,139.07,231837.86,60205.6,1.81,78.42,3831.93,84.68,1
1608,130.8,9942.28,130.2,301378.69,41212.79,6.18,37.08,34087.52,242.9,1
1609,73.04,-9993.65,143.45,164714.34,54164.45,0.57,41.12,20041.75,71.6,1
1611,142.68,-1169.66,134.2,145556.42,7514.02,5.57,-42.55,23428.91,195.14,0
1612,4.08,-4736.58,132.66,297999.06,20809.02,4.16,26.8,50168.45,109.38,1
1613,8.03,8681.27,130.61,73780.6,16890.9,5.51,-27.3,5208.13,47.41,1
1614,167.33,-6583.37,132.17,79890.02,33111.4,4.41,-28.95,33185.54,64.72,1
1615,24.9,7251.85,144.91,164647.17,14975.95,4.55,-122.2,54821.09,89.81,0
1616,125.17,6016.27,141.25,180168.07,56216.46,1.58,-45.74,6657.96,205.7,0
1618,100.25,90.65,140.95,286249.87,8932.72,4.88,58.69,45517.91,221.44,0
1621,177.88,3145.18,139.22,296623.04,34977.03,2.05,-105.36,46525.09,4.63,0
1622,58.13,-3532.79,135.83,248508.57,52014.29,6.78,-123.73,11881.88,16.21,1
1623,44.39,-1787.54,141.82,331457.72,35975.28,3.95,110.97,27978.68,249.01,1
1624,76.64,-106.85,142.29,344841.27,53648.91,0.79,-64.6,41280.27,34.65,0
1625,122.12,5391.11,134.97,222609.55,17413.01,2.67,-6.23,12970.97,78.52,1
1627,55.94,-3142.51,140.12,55071.83,60186.51,5.87,-48.86,17561.84,235.93,0
1628,172.3,6710.23,134.33,229430.18,19894.85,2.65,-33.25,6751.48,133.8,0
1629,124.64,-1038.46,141.9,355690.58,43408.04,7.54,23.35,22973.05,140.79,0
1631,56.96,-3415.2,136.63,55197.64,60087.56,0.39,-110.18,59405.39,225.94,1
1633,83.79,-5271.59,131.99,244583.68,36309.76,1.53,-57.06,61062.76,234.09,0
1634,23.03,-5717.24,130.07,399403.91,52902.43,0.4,111.16,35522.12,138.29,1
1635,72.95,-6735.21,139.19,137062.76,58986.28,1.21,-71.82,36582.91,177.01,1
1636,193.85,5969.12,138.26,188004.18,64245.77,2.37,8.83,37380.63,70.91,1
1638,108.52,-6324.46,132.31,268673.84,64167.69,3.49,-101.36,47703.54,48.65,0
1639,178.03,-1511.23,141.97,126178.13,4809.34,7.65,-31.97,47245.64,246.25,1
1640,141.95,3816.5,130.18,20783.22,15837.13,4.08,-4.76,29591.87,184.96,0
1644,165.19,9429.22,140.85,15441.67,49017.15,7.49,-15.4,4807.56,118.19,0
1645,51.78,-4426.8,143.86,16805.98,5576.21,6.44,37.08,32696.58,24.58,0
1646,60.39,-2148.92,139.58,27969.18,21991.12,5.32,-76.61,12434.69,32.71,1
1648,124.35,-5971.76,143.41,326696.31,59686.33,0.66,-66.13,45719.84,101.03,0
1650,99.05,5760.56,138.01,184521.78,46945.91,6.01,67.33,38649.82,252.8,1
1652,164.78,6753.0,139.86,173135.24,49722.96,0.74,-27.87,18572.39,159.95,1
1653,196.75,-9162.14,139.02,240529.49,6224.75,1.48,98.5,47455.94,223.41,0
1654,58.31,-41.07,135.06,13028.97,30692.48,6.67,110.38,12077.68,25.55,0
1656,59.88,4632.56,130.75,248278.86,28722.65,7.01,-20.0,46894.53,59.02,0
1657,7.98,-2279.86,140.96,159431.68,33565.88,0.24,87.36,22918.39,33.11,0
1659,151.54,3350.35,134.59,181068.26,23690.18,7.67,98.53,56093.57,227.54,0
1661,119.86,6480.35,144.77,186783.1,14406.0,3.29,-80.72,2355.12,117.72,0
1662,11.83,710.71,141.22,44910.75,38496.08,1.58,125.48,15005.45,42.32,0
1663,23.18,8471.5,145.09,198664.72,35797.91,3.62,23.27,44187.42,213.59,0
1664,186.8,1359.06,138.92,263595.88,56284.45,4.76,-70.82,18989.05,65.04,0
1665,19.58,-2559.81,135.08,33833.86,32517.65,4.16,31.89,27879.09,178.12,1
1666,125.13,-3886.23,139.16,175233.69,16598.17,3.81,91.7,42635.2,222.43,1
1667,142.3,9102.29,132.23,69985.44,47712.42,4.14,-32.4,29426.4,179.83,1
1668,2.79,9607.07,133.9,353265.14,44947.15,0.81,97.5,16963.81,226.63,0
1669,72.57,-3542.45,132.17,79888.05,8207.3,1.42,-84.85,47173.84,27.88,0
1670,39.83,-2406.63,136.62,202776.82,56141.17,4.63,96.45,4944.45,230.87,1
1671,181.52,-4873.21,145.11,149084.73,20366.84,6.27,105.8,28200.44,0.76,0
1672,129.81,-3728.96,136.37,199831.7,34522.11,4.55,85.0,33513.12,78.46,1
1673,196.83,9134.18,144.23,179815.56,19503.31,2.18,-7.99,24261.87,219.23,1
1674,156.26,-3064.2,144.01,346158.4,35619.48,6.52,18.92,37942.22,9.96,1
1675,175.91,9007.83,135.6,26247.94,28264.11,0.7,91.76,711.88,163.52,0
1676,68.87,3826.58,132.46,160604.55,30964.6,1.74,-119.46,39952.77,179.46,1
1677,22.04,1728.3,134.06,375626.14,8069.66,4.23,-94.14,905.53,28.0,0
1678,141.72,-8095.05,139.64,102686.85,55614.19,5.87,80.15,52875.93,226.16,0
1679,150.09,-6803.89,138.18,283025.3,57900.88,2.8,30.3,48913.51,131.67,0
1680,10.84,4168.86,137.76,332400.29,25421.28,2.11,80.11,18591.97,7.33,0
1681,54.08,7196.39,133.08,342731.02,27563.78,0.07,57.16,23830.44,250.45,1
1682,53.08,9644.64,142.44,282883.55,23776.24,5.43,75.47,12118.25,137.37,0
1683,28.68,-8411.31,140.68,292874.31,36670.9,5.9,-117.15,2204.82,176.97,1
1684,190.34,-9263.54,130.79,102446.3,40457.57,7.54,84.37,42876.55,125.28,1
1685,102.37,4440.9,141.59,229083.52,11877.96,2.53,-23.85,44379.55,143.74,0
1686,127.54,9490.09,139.26,363001.04,38003.8,5.88,90.96,52729.32,78.13,0
1688,115.25,-8181.77,135.05,53340.88,34911.37,1.41,90.57,46980.26,35.48,1
1689,109.81,6035.93,134.46,333355.74,64231.8,4.43,-45.01,32560.88,199.77,0
1690,2.34,-6768.15,131.16,204992.27,25353.31,5.15,1.34,47069.26,89.7,1
1691,169.15,-9433.33,141.43,190897.11,34264.09,0.38,-53.77,60618.4,54.7,1
1693,146.28,-7317.59,143.07,212696.92,43341.07,6.5,-121.02,6926.97,188.37,1
1695,142.12,4409.83,132.85,344980.26,16126.78,5.09,85.32,53696.44,34.06,1
1696,48.6,8314.61,136.71,270789.38,50252.3,3.05,-50.9,37939.94,205.88,1
1697,145.11,-7434.46,131.09,80361.66,10721.59,0.23,-13.46,40263.76,135.39,1
1698,1.64,6517.65,133.83,244686.38,11216.67,0.08,-45.4,43993.45,201.79,0
1699,84.51,6705.92,143.86,379140.22,51792.21,3.68,72.47,36849.7,106.94,1
1700,86.05,4265.35,144.13,23703.64,49129.86,7.27,72.0,6563.14,103.22,0
1701,107.0,-4641.18,131.2,224.68,17520.34,0.01,-18.66,42272.0,192.21,1
1702,169.57,2465.51,144.68,37538.15,58291.57,4.57,63.91,22789.0,126.75,1
1703,70.83,29.74,143.19,46872.17,10218.05,1.36,-110.32,47127.76,81.22,1
1704,108.04,-123.13,144.99,397606.55,46969.51,3.57,-61.74,64648.47,17.41,1
1705,120.0,4175.59,141.31,86321.94,13258.55,7.51,23.29,37764.68,115.64,1
1707,89.65,-1858.51,145.1,360156.8,3631.88,5.48,124.0,18194.22,216.05,0
1708,194.37,3248.16,142.22,208006.71,24035.05,6.46,26.65,19268.65,54.93,1
1709,173.25,8427.07,140.42,313647.74,1500.9,2.45,-55.88,64978.3,93.13,0
1710,58.2,6006.6,131.37,146554.54,48173.74,4.59,69.88,51965.16,127.94,0
1711,7.31,-8104.68,134.23,89582.91,57094.1,6.92,-102.93,31122.37,70.94,0
1712,31.59,3118.32,132.55,313877.84,46604.06,3.06,-32.7,2044.93,131.58,0
1713,144.84,6764.45,136.48,162011.13,58127.61,3.56,-6.86,35699.09,124.2,0
1714,173.49,-5997.41,138.0,363478.91,22934.04,3.61,-106.88,37140.67,129.56,0
1716,184.03,-8333.33,145.18,255170.8,43592.98,5.8,32.33,26480.35,185.18,0
1717,193.36,5373.16,136.89,392923.76,36491.78,0.32,87.37,31253.76,61.1,0
1719,136.02,-6518.35,138.92,376655.09,19527.15,5.6,-5.92,9081.43,188.87,1
1720,199.0,1547.12,136.69,228383.05,59449.32,2.1,-71.33,56063.91,143.35,1
1722,15.27,1996.4,143.94,59693.24,10646.51,1.16,20.47,30750.72,93.05,0
1723,151.84,-7057.51,141.42,194293.68,9829.94,3.67,85.11,50011.21,99.09,0
1724,155.98,-7552.27,132.52,133870.69,3266.44,4.32,-36.96,17667.52,123.05,0
1725,182.82,-4005.27,133.32,393948.0,16329.22,7.75,-10.29,47577.71,105.25,1
1726,40.57,3501.1,141.44,26014.12,21452.73,6.67,77.33,41193.09,163.87,1
1727,46.65,-6114.91,140.15,117561.76,4488.89,1.53,-10.88,23867.68,203.67,1
1728,60.1,363.95,138.42,349760.71,7174.5,2.0,12.21,35941.58,240.85,1
1729,142.63,-5192.5,138.35,231447.44,26016.29,6.5,55.25,27069.29,145.53,1
1730,145.1,-6557.26,130.42,55689.1,34270.78,4.46,118.91,10824.02,67.14,0
1733,198.03,9636.59,141.17,98992.46,3486.51,0.98,94.8,10690.81,194.28,1
1734,119.81,-2990.43,138.78,397824.91,53907.02,4.82,120.32,25974.05,67.6,1
1735,194.66,-7600.72,132.51,377475.49,59842.9,1.2,86.02,23309.27,64.13,0
1736,112.74,-6745.19,132.23,341278.09,48708.29,2.1,93.08,25143.53,177.2,0
1737,84.99,6190.56,134.61,124395.76,63800.85,0.06,27.03,58764.76,68.67,0
1738,97.05,5584.13,133.28,335945.23,33296.25,6.33,-30.19,36100.28,129.41,0
1740,75.36,-3566.83,137.9,276751.16,56078.35,2.11,23.07,7301.8,162.96,0
1741,60.66,-2300.77,130.67,368477.63,34788.03,2.06,-25.87,54118.04,132.91,0
1742,21.94,8240.72,136.81,25465.68,28035.45,7.43,-50.4,37949.76,252.02,1
1743,154.41,2564.46,140.65,255627.31,34688.96,3.93,-61.41,59083.57,58.95,0
1744,166.04,7212.9,145.24,176241.47,55325.3,3.0,-106.15,21328.0,117.18,0
1745,164.05,-3775.73,133.15,22840.3,32356.98,7.57,91.1,49692.18,125.15,0
1747,173.83,3124.71,142.44,37769.5,62389.5,5.48,-79.74,9542.42,145.99,0
1748,92.88,-4954.84,137.73,367359.11,15143.88,7.77,-83.38,17205.63,144.63,1
1749,179.76,-2744.19,141.16,77686.51,30621.74,4.63,-120.64,58024.48,25.48,1
1750,126.06,4162.33,141.32,50667.74,45716.35,6.13,-17.25,38070.27,232.61,1
1751,13.71,-1301.73,133.65,58712.8,50234.84,4.12,-32.43,28332.51,152.47,1
1752,132.67,-7755.74,134.15,141914.17,6360.81,1.89,-94.24,56378.0,1.8,1
1753,172.64,-3417.73,135.41,344094.69,61426.22,7.12,-17.94,4954.69,207.38,1
1754,85.33,1763.97,141.65,55351.45,55346.71,6.85,114.95,18827.85,54.54,1
1755,191.13,-4988.69,145.38,25529.82,4822.21,6.7,21.66,23204.46,242.01,1
1756,48.26,9256.28,136.68,60901.99,10066.69,0.41,3.11,46100.85,176.82,0
1757,166.81,5757.75,144.07,263874.68,24778.4,0.8,42.4,55459.16,127.29,1
1759,64.12,8937.39,138.33,288464.64,57887.05,1.47,-113.7,25542.58,71.79,1
1760,14.28,-8898.15,139.68,387362.77,35131.3,5.27,78.69,58896.93,123.82,1
1761,88.84,-8500.91,142.8,26277.04,19325.34,1.83,27.72,35412.81,68.82,0
1762,3.16,9670.88,140.29,23538.03,27162.63,5.07,-24.18,56361.45,29.17,0
1763,74.81,-5064.13,131.87,315005.15,44670.82,2.6,68.33,10602.93,249.17,0
1764,16.02,2486.35,141.05,170414.63,33590.21,1.88,-125.31,5387.0,105.69,1
1765,191.55,-845.68,133.89,122515.12,12301.22,7.81,-20.03,30797.13,78.88,0
1767,69.77,2050.6,138.67,351830.91,56837.91,6.41,-85.85,24675.67,199.64,1
1769,123.68,7409.33,131.35,357194.15,43629.17,4.66,63.63,17326.15,45.61,0
1772,8.66,3058.07,134.32,378507.04,9613.88,0.18,59.0,23243.87,56.29,1
1773,189.0,5999.16,142.31,348331.36,50990.79,3.38,-72.58,49930.9,103.01,0
1775,110.5,-1221.5,135.91,383189.68,36855.66,3.97,-45.76,1573.45,126.76,1
1776,30.54,7016.85,144.82,324433.59,63671.81,7.77,75.56,23675.74,62.72,0
1777,178.07,-4683.96,140.98,319368.86,47979.8,5.16,-33.26,51446.15,86.52,0
1778,74.51,-7882.83,135.51,149575.99,3404.0,2.0,-47.35,23784.93,156.62,0
1779,73.57,6243.83,142.75,395714.02,45118.12,4.49,-77.78,51806.41,245.21,1
1780,108.0,-5657.56,143.33,17301.95,46722.61,3.8,-77.39,6390.48,196.72,1
1781,81.43,-3169.16,144.89,183897.57,34552.72,3.03,-110.41,12147.92,244.9,1
1782,181.14,-2067.97,133.59,253177.8,13361.89,6.36,120.25,8200.79,226.07,0
1783,161.65,-6539.45,131.05,382487.68,7470.85,2.19,102.28,20093.8,156.89,1
1784,138.55,6735.15,137.12,365303.33,11763.49,6.73,13.66,41167.87,82.9,1
1785,102.28,-4563.07,136.46,305270.56,59648.72,6.04,100.18,3718.49,141.26,0
1786,156.92,-3903.55,132.1,236831.6,17521.15,0.74,-77.09,36958.43,228.28,1
1787,160.29,19.47,134.16,91888.44,15601.35,0.69,61.09,5031.24,65.43,1
1788,153.84,-1462.49,140.25,200131.22,35283.78,5.55,63.66,34435.29,81.37,1
1789,117.62,4304.66,143.82,72936.37,62789.56,1.43,42.82,48946.27,179.03,0
1790,71.22,3755.44,144.89,322423.79,64457.47,5.2,-108.87,12203.74,20.77,0
1791,20.33,967.36,137.17,136985.43,50659.06,1.05,-111.08,47370.64,240.98,1
1792,66.56,2265.6,137.64,96476.11,4839.54,3.65,-54.57,4527.62,93.26,0
1793,114.45,4788.03,145.11,39625.54,46169.81,1.85,-78.58,54915.54,41.95,0
1795,169.89,4899.99,132.0,218735.38,23685.53,6.95,-66.84,364.1,191.11,1
1796,106.45,-8869.87,135.94,5542.55,26546.14,0.38,-93.12,24504.57,32.74,1
1797,161.03,-6180.52,137.09,123301.88,25836.65,4.65,-0.57,56507.98,55.49,0
1798,155.04,-4347.87,138.77,272460.05,44713.5,0.38,-72.01,48372.78,92.35,0
1799,151.45,-9150.41,140.89,393790.54,21909.77,7.96,-31.47,45242.51,17.03,0
1800,115.58,-2435.85,140.95,358011.82,47274.54,6.6,-8.74,30843.56,21.93,0
1801,31.31,-5055.53,144.81,96315.11,42343.09,5.22,-24.91,13471.37,81.57,0
1802,167.56,-4662.96,134.69,96503.11,34691.5,6.1,-26.11,14530.59,218.95,1
1804,122.68,1324.27,136.95,17178.48,46705.06,5.39,-83.03,29432.84,113.11,0
1805,82.2,2709.02,133.81,63835.82,53446.37,1.75,-33.39,6969.24,160.0,1
1806,116.34,4117.22,143.32,181751.22,17501.17,6.29,-90.83,9905.53,187.63,1
1807,115.39,9511.0,132.35,204566.78,24917.69,3.22,-13.86,52029.59,216.44,0
1808,57.92,-9810.04,132.64,322238.04,6028.09,3.77,5.99,38638.23,144.34,1
1809,134.76,5507.66,138.84,83798.79,10459.48,7.58,87.73,36178.01,77.27,0
1810,133.68,2517.09,143.46,87225.35,5074.9,7.32,92.45,14159.46,246.87,0
1811,158.81,-9196.42,131.61,26138.8,34234.61,6.61,-53.66,42419.78,174.78,1
1814,167.82,-3625.02,141.7,62946.31,37464.95,1.43,63.08,57841.41,195.74,0
1817,185.03,3638.02,134.87,369445.75,34660.01,7.29,-8.51,48606.79,63.67,0
1818,141.48,-8447.77,136.98,378133.55,26916.67,3.31,-108.34,45117.42,12.34,1
1819,75.68,-5142.08,142.03,217944.82,28616.62,1.45,90.31,45785.31,23.52,1
1820,46.05,-1982.4,139.82,249726.86,19256.77,7.85,107.56,22249.78,145.51,0
1823,124.47,9995.13,143.89,363396.88,10042.23,5.54,-112.13,21550.62,253.95,0
1825,150.88,-5761.89,140.01,45777.44,58414.69,0.5,-43.88,35508.53,35.9,0
1827,198.93,1868.97,143.15,302163.48,2979.87,5.64,-2.07,12203.78,56.8,1
1828,131.2,8920.68,139.75,218888.16,20740.1,1.28,-110.59,57294.38,226.06,0
1830,62.89,8662.12,143.47,386731.07,11724.06,2.24,28.33,41911.22,101.94,0
1831,145.02,-2819.85,135.78,30179.98,13427.29,6.18,64.78,45362.37,181.38,0
1832,130.14,-8745.38,131.51,250210.07,50996.98,0.6,7.44,52584.92,178.49,0
1834,146.9,522.25,144.96,53178.79,41285.89,5.17,84.56,22993.65,253.74,1
1836,91.31,6692.62,131.17,91610.43,55025.52,1.73,86.03,40646.32,239.83,1
1837,23.0,7408.5,141.69,20265.86,30981.42,6.88,-6.35,21572.22,11.59,0
1838,108.59,1985.38,137.97,330167.1,59493.12,3.37,17.99,7106.35,145.04,0
1839,100.06,2879.15,135.72,208919.85,51951.9,2.43,94.42,29915.92,10.69,0
1840,96.06,4680.19,130.49,13883.19,40090.15,6.12,25.27,61900.77,232.11,0
1841,127.49,-7396.4,137.46,300737.5,50317.89,1.78,-27.64,52532.42,54.35,0
1842,33.29,-513.6,134.66,46549.23,60368.96,2.51,-56.01,51126.11,45.3,1
1843,8.39,2428.79,145.42,33170.64,13424.79,0.02,91.45,25177.04,199.01,0
1844,63.33,9249.52,142.05,301665.9,30683.55,1.81,111.8,7307.72,222.62,1
1845,128.4,-8800.47,131.02,87573.7,20587.15,0.8,-34.61,11117.98,17.61,0
1846,23.74,7737.46,131.45,100293.82,59747.39,3.76,17.14,45494.85,191.32,1
1848,94.71,7286.69,140.97,369818.85,37135.12,4.78,-115.46,57019.16,28.33,0
1849,26.24,-1140.97,143.04,103119.66,19505.21,5.15,22.02,36551.06,203.89,0
1850,20.28,3198.15,139.25,43600.41,46422.62,7.77,70.3,63519.81,135.48,0
1851,23.38,9355.52,134.37,178206.96,45327.0,6.66,-113.53,64043.39,170.43,0
1852,83.96,639.62,142.48,298995.52,35338.23,4.67,107.76,48979.81,196.76,1
1853,149.08,-9166.66,133.8,257427.95,48144.82,2.52,-65.92,35974.86,216.19,1
1854,62.6,7753.15,139.46,196960.2,40719.12,4.84,-82.89,49328.75,174.63,0
1855,129.86,300.59,141.68,38795.28,47362.25,7.79,23.38,33478.95,1.28,1
1856,59.41,-7735.61,139.73,247331.77,27585.83,7.71,-64.36,31632.15,63.02,1
1857,75.83,6523.9,130.37,139141.63,30128.67,4.0,69.8,39733.28,211.13,0
1859,129.29,-6053.24,134.02,300595.03,7540.26,6.48,98.57,6371.53,104.58,0
1860,3.58,8286.21,130.29,85928.55,33332.63,5.24,-11.02,17790.27,137.05,0
1862,47.64,9370.41,142.09,247325.0,40502.66,7.03,-1.47,1346.44,94.46,1
1863,8.47,4964.24,139.23,95264.21,18299.53,6.76,87.62,16677.72,118.53,0
1864,26.24,679.18,142.36,280194.88,45081.2,5.6,-119.38,1819.57,163.26,1
1866,190.98,3208.64,139.39,341429.25,32072.26,7.73,-116.98,9070.68,125.81,0
1868,141.46,2838.65,132.07,186809.79,7458.47,6.09,122.74,30378.08,199.91,1
1870,107.56,-9904.67,142.59,146030.08,11268.77,6.23,-55.46,64699.14,47.07,0
1871,157.38,5201.58,141.69,45187.64,13398.55,4.23,-64.88,5513.21,54.35,1
1872,131.54,6014.6,137.76,320483.35,52403.78,1.14,-107.96,27675.22,38.99,1
1873,132.65,-2482.62,137.51,394725.86,35367.05,1.67,97.61,8870.99,12.13,0
1874,24.4,1772.84,136.13,120600.76,56617.91,5.98,-106.04,28744.29,55.34,1
1876,191.37,-1513.24,144.15,3845.21,18497.26,4.43,-73.7,8232.35,76.28,0
1877,54.67,-6118.08,145.4,48452.6,49207.19,1.59,23.85,53818.21,244.75,0
1879,44.51,1605.21,145.63,19811.43,32448.98,7.93,-77.33,9560.89,191.35,0
1880,172.46,1085.07,142.31,650.87,51176.74,7.11,114.78,47788.92,233.1,0
1881,89.29,-1775.0,130.19,214036.55,34470.95,5.86,33.43,33780.21,10.41,1
1882,165.8,-9911.2,144.78,290402.75,4252.85,2.11,7.32,35521.12,50.19,1
1883,2.56,-8655.35,140.32,207702.38,18822.37,5.86,-7.2,2687.27,171.63,1
1884,150.25,-9254.7,130.09,102565.5,62138.46,6.76,-113.85,9327.61,179.22,0
1885,172.61,9713.63,142.01,67674.46,47126.88,2.25,18.41,7856.25,58.24,1
1887,69.67,6975.86,130.72,45762.83,13684.37,5.99,-85.15,14606.05,192.23,0
1888,48.77,612.14,135.16,33387.04,61920.35,4.47,-20.89,11163.3,70.8,1
1889,148.39,-4851.19,134.53,358679.41,3498.33,4.5,-86.35,43997.09,188.68,1
1891,94.23,-2169.74,135.27,12864.67,14373.09,5.33,28.84,22288.54,56.55,1
1892,153.9,2480.7,130.85,172343.48,35433.32,0.01,-26.66,42179.32,21.37,1
1893,104.28,-5502.07,142.51,37019.0,29559.77,1.77,48.32,32233.68,70.88,1
1894,186.91,3748.19,139.65,207526.08,19233.23,3.04,105.04,43457.33,129.09,1
1895,36.54,-5055.9,140.07,383271.25,49353.87,5.63,-96.82,57017.01,106.82,0
1896,111.43,-5154.24,141.48,178880.43,8006.2,2.26,-51.57,42444.68,107.23,1
1899,124.47,-3141.2,145.58,347676.88,695.65,1.16,82.14,37325.63,220.16,1
1900,161.9,-9031.6,140.52,386464.65,4040.79,2.72,-32.07,56034.27,239.96,1
1902,103.85,-3600.63,130.78,76273.82,18241.49,6.32,-70.68,57363.4,31.24,1
1903,55.63,195.29,144.56,153898.94,44495.78,6.83,-67.1,946.2,90.01,0
1905,15.63,-5344.48,136.67,293891.38,55634.8,0.98,-124.52,33305.85,206.28,0
1906,2.76,-9933.71,137.52,83480.44,1915.08,6.3,-30.74,6791.22,156.56,0
1909,45.85,-5191.18,135.5,160775.19,2679.67,5.93,62.23,39414.42,151.61,0
1910,6.56,-4372.06,138.84,294658.44,38697.89,1.65,-2.27,37557.66,204.04,0
1911,16.8,-2007.21,137.49,359353.28,56777.01,4.62,-18.43,47681.78,53.27,1
1912,178.88,-7.14,140.42,283347.08,63342.05,0.47,-125.43,54667.98,145.84,1
1916,112.17,-2706.07,137.09,41237.59,25191.28,3.07,33.01,55177.53,158.46,0
1917,65.13,92.55,138.42,280516.06,41125.42,1.01,95.31,8336.54,40.54,0
1919,3.37,-8054.14,142.71,220201.5,40628.33,6.27,-116.69,25123.48,85.07,1
1921,157.78,-7651.6,143.81,363996.72,36253.98,2.87,-3.8,32936.44,154.27,0
1922,123.7,-7129.44,145.79,248139.19,60119.46,5.7,-59.22,13152.99,28.05,0
1923,57.7,8750.05,141.61,125261.72,61958.6,1.24,83.48,26297.96,107.76,1
